"","lea_code","lea_name","school_code","school_name","assessment","assessmenttype","cohort","subject","grade","year","subgroup","percent_level_1","percent_level_2","percent_level_3","percent_level_4","percent_level_5","percent_proficient","percent_proficient_3+"
"76","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","6th Grade","2014-2015","Limited English Proficient",NA,NA,NA,NA,NA,0.09,0.24
"77","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","6th Grade","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.27,0.53
"78","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","6th Grade","2014-2015","Female",NA,NA,NA,NA,NA,0.28,0.54
"79","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","6th Grade","2014-2015","Male",NA,NA,NA,NA,NA,0.19,0.37
"80","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","6th Grade","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.25,0.47
"81","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","6th Grade","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.12,0.35
"82","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","6th Grade","2014-2015","Multiracial",NA,NA,NA,NA,NA,0.62,0.81
"83","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","6th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.23,0.45
"84","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","6th Grade","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.11,0.33
"85","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","6th Grade","2014-2015","Asian",NA,NA,NA,NA,NA,0.44,0.7
"86","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","6th Grade","2014-2015","Special Education",NA,NA,NA,NA,NA,0.06,0.12
"87","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","7th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.25,0.44
"88","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","7th Grade","2014-2015","Female",NA,NA,NA,NA,NA,0.3,0.52
"89","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","7th Grade","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.29,0.51
"90","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","7th Grade","2014-2015","White",NA,NA,NA,NA,NA,0.83,0.92
"91","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","7th Grade","2014-2015","Asian",NA,NA,NA,NA,NA,0.57,0.73
"92","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","7th Grade","2014-2015","Limited English Proficient",NA,NA,NA,NA,NA,0.11,0.22
"93","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","7th Grade","2014-2015","Multiracial",NA,NA,NA,NA,NA,0.64,0.82
"94","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","7th Grade","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.63,0.79
"95","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","7th Grade","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.14,0.33
"96","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","7th Grade","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.13,0.32
"97","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","7th Grade","2014-2015","Male",NA,NA,NA,NA,NA,0.2,0.36
"98","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","7th Grade","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.25,0.49
"99","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","7th Grade","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.26,0.45
"100","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","7th Grade","2014-2015","Special Education",NA,NA,NA,NA,NA,0.11,0.16
"101","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","8th Grade","2014-2015","Multiracial",NA,NA,NA,NA,NA,0.57,0.8
"102","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","8th Grade","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.14,0.33
"103","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","8th Grade","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.29,0.51
"104","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","8th Grade","2014-2015","White",NA,NA,NA,NA,NA,0.86,0.94
"105","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","8th Grade","2014-2015","Female",NA,NA,NA,NA,NA,0.31,0.52
"106","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","8th Grade","2014-2015","Asian",NA,NA,NA,NA,NA,0.56,0.81
"107","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","8th Grade","2014-2015","Male",NA,NA,NA,NA,NA,0.19,0.35
"108","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","8th Grade","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.25,0.5
"109","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","8th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.25,0.43
"110","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","8th Grade","2014-2015","Limited English Proficient",NA,NA,NA,NA,NA,0.08,0.25
"111","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","8th Grade","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.63,0.8
"112","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","8th Grade","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.12,0.31
"113","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","8th Grade","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.26,0.44
"114","0001","District of Columbia Public Schools","All","All","All","All","Tested","Reading","8th Grade","2014-2015","Special Education",NA,NA,NA,NA,NA,0.07,0.14
"115","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Algebra I","2014-2015","Female",NA,NA,NA,NA,NA,0.32,0.64
"116","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Algebra I","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.19,0.45
"117","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Algebra I","2014-2015","White",NA,NA,NA,NA,NA,0.65,0.94
"118","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Algebra I","2014-2015","All",NA,NA,NA,NA,NA,0.3,0.62
"119","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Algebra I","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.32,0.66
"120","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Algebra I","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.15,0.45
"121","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Algebra I","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.47,0.81
"122","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Algebra I","2014-2015","Limited English Proficient",NA,NA,NA,NA,NA,0.11,0.24
"123","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Algebra I","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.18,0.53
"124","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Algebra I","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.32,0.65
"125","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Algebra I","2014-2015","Male",NA,NA,NA,NA,NA,0.28,0.6
"126","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Algebra I","2014-2015","Asian",NA,NA,NA,NA,NA,0.39,0.82
"127","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Algebra I","2014-2015","Special Education",NA,NA,NA,NA,NA,0.08,0.27
"128","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","All","2014-2015","All",NA,NA,NA,NA,NA,0.21,0.45
"129","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","All","2014-2015","Multiracial",NA,NA,NA,NA,NA,0.55,0.79
"130","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","All","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.11,0.34
"131","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","All","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.51,0.78
"132","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","All","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.21,0.49
"133","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","All","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.12,0.35
"134","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","All","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.22,0.45
"135","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","All","2014-2015","Limited English Proficient",NA,NA,NA,NA,NA,0.18,0.43
"136","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","All","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.24,0.51
"137","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","All","2014-2015","Male",NA,NA,NA,NA,NA,0.21,0.42
"138","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","3rd Grade - 8th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.22,0.45
"139","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","All","2014-2015","White",NA,NA,NA,NA,NA,0.68,0.89
"140","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","9th Grade - 12th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.18,0.43
"141","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","All","2014-2015","Asian",NA,NA,NA,NA,NA,0.55,0.82
"142","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","All","2014-2015","Female",NA,NA,NA,NA,NA,0.22,0.48
"143","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","All","2014-2015","Special Education",NA,NA,NA,NA,NA,0.07,0.15
"144","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Geometry","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.05,0.26
"145","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Geometry","2014-2015","Multiracial",NA,NA,NA,NA,NA,0.45,0.82
"146","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Geometry","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.04,0.23
"147","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Geometry","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.13,0.37
"148","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Geometry","2014-2015","Male",NA,NA,NA,NA,NA,0.11,0.32
"149","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Geometry","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.14,0.41
"150","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Geometry","2014-2015","Female",NA,NA,NA,NA,NA,0.14,0.39
"151","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Geometry","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.09,0.34
"152","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Geometry","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.31,0.69
"153","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Geometry","2014-2015","Limited English Proficient",NA,NA,NA,NA,NA,0.05,0.17
"154","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Geometry","2014-2015","Asian",NA,NA,NA,NA,NA,0.48,0.74
"155","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Geometry","2014-2015","All",NA,NA,NA,NA,NA,0.12,0.36
"156","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Geometry","2014-2015","White",NA,NA,NA,NA,NA,0.5,0.83
"157","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","Geometry","2014-2015","Special Education",NA,NA,NA,NA,NA,0,0.06
"158","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","3rd Grade","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.26,0.56
"159","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","3rd Grade","2014-2015","Female",NA,NA,NA,NA,NA,0.29,0.56
"160","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","3rd Grade","2014-2015","All",NA,NA,NA,NA,NA,0.3,0.55
"161","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","3rd Grade","2014-2015","White",NA,NA,NA,NA,NA,0.74,0.92
"162","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","3rd Grade","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.33,0.61
"163","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","3rd Grade","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.18,0.43
"164","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","3rd Grade","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.65,0.88
"165","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","3rd Grade","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.31,0.55
"166","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","3rd Grade","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.18,0.45
"167","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","3rd Grade","2014-2015","Asian",NA,NA,NA,NA,NA,0.61,0.91
"168","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","3rd Grade","2014-2015","Limited English Proficient",NA,NA,NA,NA,NA,0.26,0.56
"169","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","3rd Grade","2014-2015","Male",NA,NA,NA,NA,NA,0.31,0.54
"170","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","3rd Grade","2014-2015","Multiracial",NA,NA,NA,NA,NA,0.7,0.88
"171","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","3rd Grade","2014-2015","Special Education",NA,NA,NA,NA,NA,0.08,0.18
"172","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","4th Grade","2014-2015","Asian",NA,NA,NA,NA,NA,0.7,0.88
"173","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","4th Grade","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.15,0.4
"174","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","4th Grade","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.16,0.39
"175","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","4th Grade","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.66,0.86
"176","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","4th Grade","2014-2015","Limited English Proficient",NA,NA,NA,NA,NA,0.25,0.56
"177","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","4th Grade","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.28,0.6
"178","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","4th Grade","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.29,0.52
"179","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","4th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.29,0.52
"180","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","4th Grade","2014-2015","White",NA,NA,NA,NA,NA,0.74,0.91
"181","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","4th Grade","2014-2015","Male",NA,NA,NA,NA,NA,0.27,0.5
"182","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","4th Grade","2014-2015","Multiracial",NA,NA,NA,NA,NA,0.65,0.8
"183","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","4th Grade","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.32,0.58
"184","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","4th Grade","2014-2015","Female",NA,NA,NA,NA,NA,0.3,0.55
"185","0001","District of Columbia Public Schools","All","All","All","All","Tested","Math","4th Grade","2014-2015","Special Education",NA,NA,NA,NA,NA,0.08,0.16
