"lea_code","lea_name","school_code","school_name","assessment","assessmenttype","cohort","subject","grade","year","subgroup","percent_level_1","percent_level_2","percent_level_3","percent_level_4","percent_level_5","percent_proficient","percent_proficient_3+"
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","3rd Grade","2014-2015","All",0.35,0.35,0.31,NA,NA,0.69,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","3rd Grade","2014-2015","All",0.44,0.29,0.27,NA,NA,0.73,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Major Content","3rd Grade","2014-2015","All",0.23,0.31,0.46,NA,NA,0.54,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Modeling & Application","3rd Grade","2014-2015","All",0.33,0.27,0.4,NA,NA,0.6,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","4th Grade","2014-2015","All",0.32,0.3,0.38,NA,NA,0.62,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","4th Grade","2014-2015","All",0.22,0.21,0.57,NA,NA,0.43,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Major Content","4th Grade","2014-2015","All",0.14,0.37,0.49,NA,NA,0.51,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Modeling & Application","4th Grade","2014-2015","All",0.3,0.28,0.42,NA,NA,0.58,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","5th Grade","2014-2015","All",0.31,0.19,0.49,NA,NA,0.51,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","5th Grade","2014-2015","All",0.23,0.4,0.37,NA,NA,0.63,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Major Content","5th Grade","2014-2015","All",0.16,0.36,0.48,NA,NA,0.52,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Modeling & Application","5th Grade","2014-2015","All",0.2,0.11,0.69,NA,NA,0.31,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","6th Grade","2014-2015","All",0.2,0.34,0.46,NA,NA,0.54,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","6th Grade","2014-2015","All",0.2,0.26,0.54,NA,NA,0.46,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Major Content","6th Grade","2014-2015","All",0.2,0.24,0.56,NA,NA,0.44,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Modeling & Application","6th Grade","2014-2015","All",0.2,0.31,0.49,NA,NA,0.51,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","7th Grade","2014-2015","All",0.31,0.29,0.4,NA,NA,0.6,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","7th Grade","2014-2015","All",0.15,0.17,0.68,NA,NA,0.32,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Major Content","7th Grade","2014-2015","All",0.14,0.43,0.43,NA,NA,0.57,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Modeling & Application","7th Grade","2014-2015","All",0.14,0.44,0.42,NA,NA,0.58,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","8th Grade","2014-2015","All",0.22,0.22,0.57,NA,NA,0.43,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","8th Grade","2014-2015","All",0.2,0.11,0.69,NA,NA,0.31,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Major Content","8th Grade","2014-2015","All",0.16,0.19,0.65,NA,NA,0.35,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Modeling & Application","8th Grade","2014-2015","All",0.17,0.29,0.54,NA,NA,0.46,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","All","2014-2015","All",0.24,0.24,0.52,NA,NA,0.48,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","All","2014-2015","All",0.21,0.24,0.55,NA,NA,0.45,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Major Content","All","2014-2015","All",0.15,0.31,0.54,NA,NA,0.46,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Modeling & Application","All","2014-2015","All",0.2,0.3,0.49,NA,NA,0.51,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","Geometry","2014-2015","All",0.01,0.03,0.96,NA,NA,0.04,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","Geometry","2014-2015","All",0.11,0.27,0.61,NA,NA,0.39,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Major Content","Geometry","2014-2015","All",0.07,0.29,0.64,NA,NA,0.36,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Current","Math - Modeling & Application","Geometry","2014-2015","All",0.11,0.47,0.41,NA,NA,0.59,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Informational Text","3rd Grade","2014-2015","All",0.3,0.16,0.54,NA,NA,0.46,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","3rd Grade","2014-2015","All",0.28,0.24,0.48,NA,NA,0.52,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Literary Text","3rd Grade","2014-2015","All",0.2,0.22,0.58,NA,NA,0.42,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Vocabulary","3rd Grade","2014-2015","All",0.36,0.14,0.5,NA,NA,0.5,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Writing Expression","3rd Grade","2014-2015","All",0.24,0.12,0.64,NA,NA,0.36,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Informational Text","4th Grade","2014-2015","All",0.27,0.19,0.54,NA,NA,0.46,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","4th Grade","2014-2015","All",0.21,0.23,0.56,NA,NA,0.44,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Literary Text","4th Grade","2014-2015","All",0.35,0.29,0.37,NA,NA,0.63,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Vocabulary","4th Grade","2014-2015","All",0.42,0.21,0.37,NA,NA,0.63,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Writing Expression","4th Grade","2014-2015","All",0.19,0.23,0.58,NA,NA,0.42,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Informational Text","5th Grade","2014-2015","All",0.31,0.21,0.48,NA,NA,0.52,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","5th Grade","2014-2015","All",0.36,0.17,0.47,NA,NA,0.53,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Literary Text","5th Grade","2014-2015","All",0.28,0.25,0.47,NA,NA,0.53,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Vocabulary","5th Grade","2014-2015","All",0.31,0.2,0.49,NA,NA,0.51,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Writing Expression","5th Grade","2014-2015","All",0.17,0.21,0.61,NA,NA,0.39,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Informational Text","6th Grade","2014-2015","All",0.28,0.27,0.45,NA,NA,0.55,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","6th Grade","2014-2015","All",0.32,0.43,0.26,NA,NA,0.74,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Literary Text","6th Grade","2014-2015","All",0.3,0.29,0.4,NA,NA,0.6,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Vocabulary","6th Grade","2014-2015","All",0.32,0.23,0.45,NA,NA,0.55,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Writing Expression","6th Grade","2014-2015","All",0.33,0.37,0.3,NA,NA,0.7,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Informational Text","7th Grade","2014-2015","All",0.35,0.2,0.44,NA,NA,0.56,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","7th Grade","2014-2015","All",0.3,0.34,0.35,NA,NA,0.65,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Literary Text","7th Grade","2014-2015","All",0.24,0.37,0.39,NA,NA,0.61,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Vocabulary","7th Grade","2014-2015","All",0.33,0.16,0.51,NA,NA,0.49,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Writing Expression","7th Grade","2014-2015","All",0.27,0.32,0.42,NA,NA,0.58,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Informational Text","8th Grade","2014-2015","All",0.3,0.23,0.47,NA,NA,0.53,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","8th Grade","2014-2015","All",0.43,0.13,0.44,NA,NA,0.56,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Literary Text","8th Grade","2014-2015","All",0.37,0.19,0.44,NA,NA,0.56,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Vocabulary","8th Grade","2014-2015","All",0.32,0.22,0.47,NA,NA,0.53,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Writing Expression","8th Grade","2014-2015","All",0.42,0.08,0.51,NA,NA,0.49,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Informational Text","All","2014-2015","All",0.32,0.22,0.46,NA,NA,0.54,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","All","2014-2015","All",0.34,0.26,0.41,NA,NA,0.59,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Literary Text","All","2014-2015","All",0.3,0.26,0.44,NA,NA,0.56,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Vocabulary","All","2014-2015","All",0.33,0.19,0.48,NA,NA,0.52,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Writing Expression","All","2014-2015","All",0.3,0.22,0.48,NA,NA,0.52,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Informational Text","English II","2014-2015","All",0.4,0.26,0.34,NA,NA,0.66,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","English II","2014-2015","All",0.39,0.22,0.39,NA,NA,0.61,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Literary Text","English II","2014-2015","All",0.35,0.22,0.43,NA,NA,0.57,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Vocabulary","English II","2014-2015","All",0.32,0.16,0.52,NA,NA,0.48,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Reading - Writing Expression","English II","2014-2015","All",0.42,0.19,0.39,NA,NA,0.61,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","3rd Grade","2014-2015","All",0.34,0.3,0.36,NA,NA,0.64,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","3rd Grade","2014-2015","All",0.44,0.26,0.3,NA,NA,0.7,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Major Content","3rd Grade","2014-2015","All",0.2,0.3,0.5,NA,NA,0.5,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Modeling & Application","3rd Grade","2014-2015","All",0.3,0.24,0.46,NA,NA,0.54,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","4th Grade","2014-2015","All",0.27,0.25,0.48,NA,NA,0.52,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","4th Grade","2014-2015","All",0.23,0.21,0.56,NA,NA,0.44,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Major Content","4th Grade","2014-2015","All",0.15,0.37,0.48,NA,NA,0.52,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Modeling & Application","4th Grade","2014-2015","All",0.31,0.27,0.42,NA,NA,0.58,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","5th Grade","2014-2015","All",0.27,0.21,0.52,NA,NA,0.48,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","5th Grade","2014-2015","All",0.19,0.39,0.43,NA,NA,0.57,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Major Content","5th Grade","2014-2015","All",0.13,0.32,0.55,NA,NA,0.45,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Modeling & Application","5th Grade","2014-2015","All",0.16,0.07,0.77,NA,NA,0.23,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","6th Grade","2014-2015","All",0.21,0.33,0.46,NA,NA,0.54,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","6th Grade","2014-2015","All",0.2,0.28,0.52,NA,NA,0.48,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Major Content","6th Grade","2014-2015","All",0.18,0.24,0.57,NA,NA,0.43,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Modeling & Application","6th Grade","2014-2015","All",0.18,0.29,0.52,NA,NA,0.48,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","7th Grade","2014-2015","All",0.32,0.29,0.39,NA,NA,0.61,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","7th Grade","2014-2015","All",0.18,0.16,0.66,NA,NA,0.34,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Major Content","7th Grade","2014-2015","All",0.15,0.42,0.43,NA,NA,0.57,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Modeling & Application","7th Grade","2014-2015","All",0.14,0.44,0.42,NA,NA,0.58,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","8th Grade","2014-2015","All",0.23,0.24,0.53,NA,NA,0.47,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","8th Grade","2014-2015","All",0.18,0.11,0.71,NA,NA,0.29,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Major Content","8th Grade","2014-2015","All",0.14,0.18,0.68,NA,NA,0.32,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Modeling & Application","8th Grade","2014-2015","All",0.15,0.32,0.53,NA,NA,0.47,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","All","2014-2015","All",0.23,0.23,0.54,NA,NA,0.46,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","All","2014-2015","All",0.2,0.24,0.56,NA,NA,0.44,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Major Content","All","2014-2015","All",0.15,0.29,0.56,NA,NA,0.44,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Modeling & Application","All","2014-2015","All",0.18,0.3,0.51,NA,NA,0.49,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","Geometry","2014-2015","All",0.03,0.01,0.96,NA,NA,0.04,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","Geometry","2014-2015","All",0.11,0.26,0.62,NA,NA,0.38,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Major Content","Geometry","2014-2015","All",0.1,0.25,0.65,NA,NA,0.35,NA
"0108","Capital City PCS","All","All","PARCC","Traditional","Official","Math - Modeling & Application","Geometry","2014-2015","All",0.12,0.46,0.42,NA,NA,0.58,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Informational Text","5th Grade","2014-2015","All",0.15,0.25,0.59,NA,NA,0.41,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Knowledge and Use of Language Conventions","5th Grade","2014-2015","All",0.2,0.19,0.61,NA,NA,0.39,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Literary Text","5th Grade","2014-2015","All",0.16,0.25,0.59,NA,NA,0.41,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Vocabulary","5th Grade","2014-2015","All",0.15,0.31,0.54,NA,NA,0.46,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Writing Expression","5th Grade","2014-2015","All",0.13,0.16,0.71,NA,NA,0.29,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Informational Text","6th Grade","2014-2015","All",0.16,0.3,0.54,NA,NA,0.46,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Knowledge and Use of Language Conventions","6th Grade","2014-2015","All",0.14,0.25,0.61,NA,NA,0.39,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Literary Text","6th Grade","2014-2015","All",0.14,0.3,0.56,NA,NA,0.44,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Vocabulary","6th Grade","2014-2015","All",0.2,0.28,0.52,NA,NA,0.48,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Writing Expression","6th Grade","2014-2015","All",0.08,0.21,0.71,NA,NA,0.29,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Informational Text","7th Grade","2014-2015","All",0.14,0.26,0.6,NA,NA,0.4,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Knowledge and Use of Language Conventions","7th Grade","2014-2015","All",0.09,0.28,0.64,NA,NA,0.36,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Literary Text","7th Grade","2014-2015","All",0.15,0.25,0.6,NA,NA,0.4,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Vocabulary","7th Grade","2014-2015","All",0.19,0.21,0.61,NA,NA,0.39,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Writing Expression","7th Grade","2014-2015","All",0.09,0.24,0.68,NA,NA,0.32,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Informational Text","8th Grade","2014-2015","All",0.15,0.25,0.6,NA,NA,0.4,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Knowledge and Use of Language Conventions","8th Grade","2014-2015","All",0.15,0.24,0.61,NA,NA,0.39,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Literary Text","8th Grade","2014-2015","All",0.2,0.18,0.62,NA,NA,0.38,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Vocabulary","8th Grade","2014-2015","All",0.22,0.21,0.57,NA,NA,0.43,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Writing Expression","8th Grade","2014-2015","All",0.13,0.19,0.68,NA,NA,0.32,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Informational Text","All","2014-2015","All",0.17,0.26,0.56,NA,NA,0.44,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Knowledge and Use of Language Conventions","All","2014-2015","All",0.15,0.26,0.59,NA,NA,0.41,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Literary Text","All","2014-2015","All",0.18,0.24,0.58,NA,NA,0.42,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Vocabulary","All","2014-2015","All",0.21,0.23,0.56,NA,NA,0.44,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Writing Expression","All","2014-2015","All",0.13,0.22,0.65,NA,NA,0.35,NA
"0109","Cesar Chavez Public PCS","All","All","PARCC","Traditional","Current","Reading - Informational Text","English I","2014-2015","All",0.19,0.26,0.55,NA,NA,0.45,NA
