"lea_code","lea_name","school_code","school_name","assessment","assessmenttype","cohort","subject","grade","year","subgroup","percent_level_1","percent_level_2","percent_level_3","percent_level_4","percent_level_5","percent_proficient","percent_proficient_3+"
"All","All","All","All","PARCC","Traditional","Current","Reading - Literary Text","6th Grade","2014-2015","All",0.28,0.25,0.47,NA,NA,0.53,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Vocabulary","6th Grade","2014-2015","All",0.29,0.23,0.48,NA,NA,0.52,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Writing Expression","6th Grade","2014-2015","All",0.24,0.25,0.51,NA,NA,0.49,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Informational Text","7th Grade","2014-2015","All",0.29,0.22,0.49,NA,NA,0.51,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Knowledge and Use of Language Conventions","7th Grade","2014-2015","All",0.29,0.23,0.48,NA,NA,0.52,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Literary Text","7th Grade","2014-2015","All",0.29,0.22,0.49,NA,NA,0.51,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Vocabulary","7th Grade","2014-2015","All",0.31,0.2,0.49,NA,NA,0.51,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Writing Expression","7th Grade","2014-2015","All",0.26,0.24,0.5,NA,NA,0.5,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Informational Text","8th Grade","2014-2015","All",0.28,0.22,0.51,NA,NA,0.49,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Knowledge and Use of Language Conventions","8th Grade","2014-2015","All",0.28,0.22,0.5,NA,NA,0.5,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Literary Text","8th Grade","2014-2015","All",0.3,0.2,0.5,NA,NA,0.5,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Vocabulary","8th Grade","2014-2015","All",0.32,0.19,0.49,NA,NA,0.51,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Writing Expression","8th Grade","2014-2015","All",0.27,0.17,0.56,NA,NA,0.44,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Informational Text","All","2014-2015","All",0.28,0.22,0.5,NA,NA,0.5,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Knowledge and Use of Language Conventions","All","2014-2015","All",0.31,0.21,0.48,NA,NA,0.52,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Literary Text","All","2014-2015","All",0.29,0.22,0.48,NA,NA,0.52,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Vocabulary","All","2014-2015","All",0.31,0.2,0.48,NA,NA,0.52,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Writing Expression","All","2014-2015","All",0.26,0.19,0.55,NA,NA,0.45,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Informational Text","English I","2014-2015","All",0.27,0.21,0.51,NA,NA,0.49,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Knowledge and Use of Language Conventions","English I","2014-2015","All",0.29,0.24,0.47,NA,NA,0.53,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Literary Text","English I","2014-2015","All",0.29,0.21,0.5,NA,NA,0.5,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Vocabulary","English I","2014-2015","All",0.31,0.19,0.5,NA,NA,0.5,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Writing Expression","English I","2014-2015","All",0.25,0.27,0.48,NA,NA,0.52,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Informational Text","English II","2014-2015","All",0.29,0.17,0.54,NA,NA,0.46,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Knowledge and Use of Language Conventions","English II","2014-2015","All",0.26,0.18,0.55,NA,NA,0.45,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Literary Text","English II","2014-2015","All",0.3,0.18,0.52,NA,NA,0.48,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Vocabulary","English II","2014-2015","All",0.32,0.17,0.51,NA,NA,0.49,NA
"All","All","All","All","PARCC","Traditional","Current","Reading - Writing Expression","English II","2014-2015","All",0.27,0.14,0.59,NA,NA,0.41,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","3rd Grade","2014-2015","All",0.35,0.24,0.41,NA,NA,0.59,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","3rd Grade","2014-2015","All",0.32,0.29,0.39,NA,NA,0.61,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Major Content","3rd Grade","2014-2015","All",0.33,0.25,0.42,NA,NA,0.58,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Modeling & Application","3rd Grade","2014-2015","All",0.41,0.19,0.4,NA,NA,0.6,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","4th Grade","2014-2015","All",0.36,0.26,0.37,NA,NA,0.63,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","4th Grade","2014-2015","All",0.24,0.21,0.55,NA,NA,0.45,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Major Content","4th Grade","2014-2015","All",0.28,0.25,0.46,NA,NA,0.54,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Modeling & Application","4th Grade","2014-2015","All",0.38,0.24,0.38,NA,NA,0.62,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","5th Grade","2014-2015","All",0.34,0.27,0.4,NA,NA,0.6,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","5th Grade","2014-2015","All",0.27,0.3,0.43,NA,NA,0.57,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Major Content","5th Grade","2014-2015","All",0.26,0.29,0.44,NA,NA,0.56,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Modeling & Application","5th Grade","2014-2015","All",0.36,0.17,0.48,NA,NA,0.52,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","6th Grade","2014-2015","All",0.26,0.23,0.52,NA,NA,0.48,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","6th Grade","2014-2015","All",0.23,0.2,0.57,NA,NA,0.43,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Major Content","6th Grade","2014-2015","All",0.22,0.25,0.53,NA,NA,0.47,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Modeling & Application","6th Grade","2014-2015","All",0.26,0.28,0.46,NA,NA,0.54,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","7th Grade","2014-2015","All",0.22,0.29,0.48,NA,NA,0.52,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","7th Grade","2014-2015","All",0.14,0.22,0.64,NA,NA,0.36,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Major Content","7th Grade","2014-2015","All",0.17,0.29,0.54,NA,NA,0.46,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Modeling & Application","7th Grade","2014-2015","All",0.19,0.36,0.45,NA,NA,0.55,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","8th Grade","2014-2015","All",0.21,0.21,0.58,NA,NA,0.42,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","8th Grade","2014-2015","All",0.15,0.14,0.7,NA,NA,0.3,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Major Content","8th Grade","2014-2015","All",0.2,0.17,0.62,NA,NA,0.38,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Modeling & Application","8th Grade","2014-2015","All",0.21,0.23,0.56,NA,NA,0.44,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","Algebra I","2014-2015","All",0.19,0.2,0.6,NA,NA,0.4,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","Algebra I","2014-2015","All",0.16,0.24,0.6,NA,NA,0.4,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Major Content","Algebra I","2014-2015","All",0.19,0.24,0.57,NA,NA,0.43,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Modeling & Application","Algebra I","2014-2015","All",0.19,0.24,0.57,NA,NA,0.43,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","All","2014-2015","All",0.27,0.24,0.5,NA,NA,0.5,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","All","2014-2015","All",0.21,0.23,0.56,NA,NA,0.44,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Major Content","All","2014-2015","All",0.23,0.25,0.52,NA,NA,0.48,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Modeling & Application","All","2014-2015","All",0.28,0.24,0.47,NA,NA,0.53,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","Geometry","2014-2015","All",0.1,0.15,0.75,NA,NA,0.25,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","Geometry","2014-2015","All",0.11,0.18,0.7,NA,NA,0.3,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Major Content","Geometry","2014-2015","All",0.11,0.27,0.63,NA,NA,0.37,NA
"All","All","All","All","PARCC","Traditional","Current","Math - Modeling & Application","Geometry","2014-2015","All",0.14,0.27,0.58,NA,NA,0.42,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Informational Text","3rd Grade","2014-2015","All",0.29,0.23,0.48,NA,NA,0.52,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","3rd Grade","2014-2015","All",0.35,0.19,0.45,NA,NA,0.55,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Literary Text","3rd Grade","2014-2015","All",0.28,0.19,0.52,NA,NA,0.48,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Vocabulary","3rd Grade","2014-2015","All",0.32,0.19,0.49,NA,NA,0.51,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Writing Expression","3rd Grade","2014-2015","All",0.27,0.14,0.59,NA,NA,0.41,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Informational Text","4th Grade","2014-2015","All",0.29,0.24,0.47,NA,NA,0.53,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","4th Grade","2014-2015","All",0.31,0.21,0.48,NA,NA,0.52,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Literary Text","4th Grade","2014-2015","All",0.31,0.24,0.45,NA,NA,0.55,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Vocabulary","4th Grade","2014-2015","All",0.31,0.23,0.46,NA,NA,0.54,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Writing Expression","4th Grade","2014-2015","All",0.28,0.18,0.55,NA,NA,0.45,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Informational Text","5th Grade","2014-2015","All",0.29,0.22,0.48,NA,NA,0.52,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","5th Grade","2014-2015","All",0.36,0.17,0.47,NA,NA,0.53,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Literary Text","5th Grade","2014-2015","All",0.31,0.26,0.43,NA,NA,0.57,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Vocabulary","5th Grade","2014-2015","All",0.32,0.22,0.45,NA,NA,0.55,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Writing Expression","5th Grade","2014-2015","All",0.28,0.15,0.57,NA,NA,0.43,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Informational Text","6th Grade","2014-2015","All",0.25,0.26,0.49,NA,NA,0.51,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","6th Grade","2014-2015","All",0.28,0.28,0.44,NA,NA,0.56,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Literary Text","6th Grade","2014-2015","All",0.28,0.25,0.46,NA,NA,0.54,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Vocabulary","6th Grade","2014-2015","All",0.29,0.23,0.48,NA,NA,0.52,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Writing Expression","6th Grade","2014-2015","All",0.24,0.25,0.51,NA,NA,0.49,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Informational Text","7th Grade","2014-2015","All",0.29,0.22,0.49,NA,NA,0.51,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","7th Grade","2014-2015","All",0.29,0.22,0.49,NA,NA,0.51,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Literary Text","7th Grade","2014-2015","All",0.29,0.22,0.49,NA,NA,0.51,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Vocabulary","7th Grade","2014-2015","All",0.31,0.2,0.49,NA,NA,0.51,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Writing Expression","7th Grade","2014-2015","All",0.26,0.23,0.51,NA,NA,0.49,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Informational Text","8th Grade","2014-2015","All",0.29,0.21,0.5,NA,NA,0.5,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","8th Grade","2014-2015","All",0.29,0.22,0.49,NA,NA,0.51,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Literary Text","8th Grade","2014-2015","All",0.31,0.21,0.48,NA,NA,0.52,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Vocabulary","8th Grade","2014-2015","All",0.33,0.19,0.48,NA,NA,0.52,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Writing Expression","8th Grade","2014-2015","All",0.28,0.17,0.55,NA,NA,0.45,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Informational Text","All","2014-2015","All",0.28,0.22,0.49,NA,NA,0.51,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","All","2014-2015","All",0.31,0.21,0.48,NA,NA,0.52,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Literary Text","All","2014-2015","All",0.3,0.22,0.48,NA,NA,0.52,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Vocabulary","All","2014-2015","All",0.31,0.21,0.48,NA,NA,0.52,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Writing Expression","All","2014-2015","All",0.27,0.19,0.55,NA,NA,0.45,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Informational Text","English I","2014-2015","All",0.27,0.21,0.51,NA,NA,0.49,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","English I","2014-2015","All",0.29,0.24,0.47,NA,NA,0.53,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Literary Text","English I","2014-2015","All",0.29,0.21,0.5,NA,NA,0.5,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Vocabulary","English I","2014-2015","All",0.31,0.19,0.5,NA,NA,0.5,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Writing Expression","English I","2014-2015","All",0.25,0.27,0.48,NA,NA,0.52,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Informational Text","English II","2014-2015","All",0.28,0.18,0.54,NA,NA,0.46,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","English II","2014-2015","All",0.26,0.18,0.55,NA,NA,0.45,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Literary Text","English II","2014-2015","All",0.3,0.18,0.52,NA,NA,0.48,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Vocabulary","English II","2014-2015","All",0.32,0.17,0.51,NA,NA,0.49,NA
"All","All","All","All","PARCC","Traditional","Official","Reading - Writing Expression","English II","2014-2015","All",0.27,0.14,0.59,NA,NA,0.41,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","3rd Grade","2014-2015","All",0.36,0.24,0.41,NA,NA,0.59,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","3rd Grade","2014-2015","All",0.32,0.29,0.39,NA,NA,0.61,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Major Content","3rd Grade","2014-2015","All",0.33,0.25,0.42,NA,NA,0.58,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Modeling & Application","3rd Grade","2014-2015","All",0.41,0.19,0.39,NA,NA,0.61,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","4th Grade","2014-2015","All",0.36,0.26,0.37,NA,NA,0.63,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","4th Grade","2014-2015","All",0.24,0.21,0.55,NA,NA,0.45,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Major Content","4th Grade","2014-2015","All",0.29,0.25,0.46,NA,NA,0.54,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Modeling & Application","4th Grade","2014-2015","All",0.38,0.24,0.38,NA,NA,0.62,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","5th Grade","2014-2015","All",0.34,0.27,0.39,NA,NA,0.61,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","5th Grade","2014-2015","All",0.27,0.3,0.42,NA,NA,0.58,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Major Content","5th Grade","2014-2015","All",0.27,0.29,0.44,NA,NA,0.56,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Modeling & Application","5th Grade","2014-2015","All",0.36,0.16,0.48,NA,NA,0.52,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","6th Grade","2014-2015","All",0.26,0.23,0.52,NA,NA,0.48,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","6th Grade","2014-2015","All",0.23,0.2,0.57,NA,NA,0.43,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Major Content","6th Grade","2014-2015","All",0.22,0.24,0.53,NA,NA,0.47,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Modeling & Application","6th Grade","2014-2015","All",0.26,0.28,0.46,NA,NA,0.54,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","7th Grade","2014-2015","All",0.22,0.29,0.49,NA,NA,0.51,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","7th Grade","2014-2015","All",0.14,0.21,0.65,NA,NA,0.35,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Major Content","7th Grade","2014-2015","All",0.17,0.29,0.54,NA,NA,0.46,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Modeling & Application","7th Grade","2014-2015","All",0.19,0.36,0.45,NA,NA,0.55,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","8th Grade","2014-2015","All",0.22,0.21,0.58,NA,NA,0.42,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","8th Grade","2014-2015","All",0.16,0.14,0.7,NA,NA,0.3,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Major Content","8th Grade","2014-2015","All",0.21,0.18,0.62,NA,NA,0.38,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Modeling & Application","8th Grade","2014-2015","All",0.22,0.24,0.55,NA,NA,0.45,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","Algebra I","2014-2015","All",0.2,0.2,0.6,NA,NA,0.4,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","Algebra I","2014-2015","All",0.16,0.24,0.6,NA,NA,0.4,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Major Content","Algebra I","2014-2015","All",0.19,0.24,0.57,NA,NA,0.43,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Modeling & Application","Algebra I","2014-2015","All",0.19,0.25,0.57,NA,NA,0.43,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","All","2014-2015","All",0.27,0.23,0.5,NA,NA,0.5,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","All","2014-2015","All",0.22,0.23,0.56,NA,NA,0.44,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Major Content","All","2014-2015","All",0.23,0.25,0.51,NA,NA,0.49,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Modeling & Application","All","2014-2015","All",0.29,0.24,0.47,NA,NA,0.53,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","Geometry","2014-2015","All",0.1,0.15,0.75,NA,NA,0.25,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","Geometry","2014-2015","All",0.12,0.18,0.7,NA,NA,0.3,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Major Content","Geometry","2014-2015","All",0.11,0.27,0.62,NA,NA,0.38,NA
"All","All","All","All","PARCC","Traditional","Official","Math - Modeling & Application","Geometry","2014-2015","All",0.15,0.27,0.58,NA,NA,0.42,NA
"All","All","All","All","All","All","Current","Reading","3rd Grade","2014-2015","Asian",NA,NA,NA,NA,NA,0.45,0.71
"All","All","All","All","All","All","Current","Reading","3rd Grade","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.17,0.36
"All","All","All","All","All","All","Current","Reading","3rd Grade","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.17,0.39
"All","All","All","All","All","All","Current","Reading","3rd Grade","2014-2015","Multiracial",NA,NA,NA,NA,NA,0.63,0.79
"All","All","All","All","All","All","Current","Reading","3rd Grade","2014-2015","White",NA,NA,NA,NA,NA,0.72,0.89
"All","All","All","All","All","All","Current","Reading","3rd Grade","2014-2015","Female",NA,NA,NA,NA,NA,0.27,0.47
"All","All","All","All","All","All","Current","Reading","3rd Grade","2014-2015","Male",NA,NA,NA,NA,NA,0.22,0.4
"All","All","All","All","All","All","Current","Reading","3rd Grade","2014-2015","All",NA,NA,NA,NA,NA,0.24,0.44
"All","All","All","All","All","All","Current","Reading","3rd Grade","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.15,0.34
"All","All","All","All","All","All","Current","Reading","3rd Grade","2014-2015","English Learner",NA,NA,NA,NA,NA,0.14,0.35
"All","All","All","All","All","All","Current","Reading","3rd Grade","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.58,0.8
"All","All","All","All","All","All","Current","Reading","3rd Grade","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.26,0.45
"All","All","All","All","All","All","Current","Reading","3rd Grade","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.27,0.49
"All","All","All","All","All","All","Current","Reading","3rd Grade","2014-2015","Special Education",NA,NA,NA,NA,NA,0.06,0.14
"All","All","All","All","All","All","Current","Reading","3rd-8th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.25,0.48
"All","All","All","All","All","All","Current","Reading","4th Grade","2014-2015","Asian",NA,NA,NA,NA,NA,0.63,0.78
"All","All","All","All","All","All","Current","Reading","4th Grade","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.16,0.43
"All","All","All","All","All","All","Current","Reading","4th Grade","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.23,0.52
"All","All","All","All","All","All","Current","Reading","4th Grade","2014-2015","Multiracial",NA,NA,NA,NA,NA,0.61,0.75
"All","All","All","All","All","All","Current","Reading","4th Grade","2014-2015","White",NA,NA,NA,NA,NA,0.8,0.93
"All","All","All","All","All","All","Current","Reading","4th Grade","2014-2015","Female",NA,NA,NA,NA,NA,0.29,0.57
"All","All","All","All","All","All","Current","Reading","4th Grade","2014-2015","Male",NA,NA,NA,NA,NA,0.22,0.45
"All","All","All","All","All","All","Current","Reading","4th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.25,0.51
"All","All","All","All","All","All","Current","Reading","4th Grade","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.14,0.41
"All","All","All","All","All","All","Current","Reading","4th Grade","2014-2015","English Learner",NA,NA,NA,NA,NA,0.14,0.42
"All","All","All","All","All","All","Current","Reading","4th Grade","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.63,0.84
"All","All","All","All","All","All","Current","Reading","4th Grade","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.27,0.52
"All","All","All","All","All","All","Current","Reading","4th Grade","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.28,0.57
"All","All","All","All","All","All","Current","Reading","4th Grade","2014-2015","Special Education",NA,NA,NA,NA,NA,0.08,0.17
"All","All","All","All","All","All","Current","Reading","5th Grade","2014-2015","Asian",NA,NA,NA,NA,NA,0.65,0.87
"All","All","All","All","All","All","Current","Reading","5th Grade","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.17,0.43
"All","All","All","All","All","All","Current","Reading","5th Grade","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.22,0.5
